age,gender,field,lfs,contract,js,educ,peduc,wage,hours,empstat_edt,couple,child,lit,num,ps
41,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",780,30,2,1,1,-0.367246807,-0.597885072,-1.110641718
23,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,812.4823154,55,1,0,NA,-0.027551409,0.113837704,-0.9543311
41,Female,General programmes,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,1,1.080143929,0.751366377,0.523631275
51,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",722.5433526,48,1,1,2,-1.625467539,-1.863623142,NA
44,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,647.3988439,25,2,1,NA,0.78330934,0.129890159,NA
63,Female,NA,Out of the labour force,NA,NA,9,Neither parent has attained upper secondary,NA,0,3,1,3,-1.13053894,-1.284583807,NA
54,Male,NA,Employed,An indefinite contract,Dissatisfied,9,Neither parent has attained upper secondary,2191.714836,48,1,1,2,-0.2894063,-0.514427066,-0.424801797
29,Male,General programmes,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2538.461538,50,1,1,4,0.680367231,1.215054154,-0.099560097
39,Male,"Science, mathematics and computing",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1942.196532,40,1,1,NA,0.631637692,0.796409011,0.508750558
27,Female,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,1,-1.214869857,-1.865163922,NA
56,Female,General programmes,Employed,A fixed term contract,Satisfied,12,Neither parent has attained upper secondary,726.6721718,35,2,1,3,-0.992621839,-0.187210023,NA
62,Female,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,739.8843931,25,2,1,3,-0.822226584,-0.781012595,NA
57,Female,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1572.127295,49,1,1,2,0.786040902,0.912665725,NA
64,Male,"Humanities, languages and arts",Employed,A fixed term contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1353.935082,35,2,NA,1,-0.859414041,-0.467511982,-3.036167145
37,Male,Teacher training and education science,Employed,An indefinite contract,Satisfied,21,"At least one parent has attained secondary and post-secondary, non-tertiary",2134.504224,50,1,1,1,0.889257908,0.554674685,1.897808433
42,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,3,0.020645177,-0.725536525,-0.351103514
22,Male,General programmes,Employed,A fixed term contract,Satisfied,12,At least one parent has attained tertiary,16.66666667,20,2,0,NA,-1.236309052,-1.189862847,NA
44,Female,General programmes,Employed,A fixed term contract,Dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",867.0520231,40,1,0,NA,-0.366935104,-0.497750431,-0.75936079
40,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,NA,-0.734296143,-0.552616715,-0.95597285
24,Female,General programmes,Employed,No contract,Extremely satisfied,14,At least one parent has attained tertiary,3000,12,3,0,NA,0.561859429,-0.37798807,0.53029567
34,Female,General programmes,Employed,A temporary employment agency contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1255.033983,35,1,0,NA,-0.924747229,-1.166302323,NA
43,Female,General programmes,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2100,50,1,1,1,0.97865212,0.996875942,0.392818391
41,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,1076.923077,25,2,1,2,-0.064699501,-0.473686934,-0.0144519
47,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,NA,-0.769257307,-1.202652931,NA
17,Male,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.662732005,0.519237697,-0.135470927
37,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,18,At least one parent has attained tertiary,2141.840818,50,1,1,3,1.172299027,1.550580025,1.023041964
46,Male,Agriculture and veterinary,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1637.394398,40,1,1,1,0.287998348,0.558536351,-0.357152462
56,Female,Health and welfare,Employed,A fixed term contract,Satisfied,14,Neither parent has attained upper secondary,2658.959538,40,1,1,2,-1.622752666,-1.394723535,-1.48494184
64,Male,General programmes,Out of the labour force,NA,NA,12,NA,NA,0,3,1,1,-2.95567131,-2.318215132,NA
42,Male,General programmes,Employed,An indefinite contract,Dissatisfied,12,Neither parent has attained upper secondary,1718.319253,50,1,1,2,-0.31930241,-0.483960569,0.085743174
30,Female,General programmes,Employed,An indefinite contract,Extremely satisfied,12,At least one parent has attained tertiary,820,7,2,1,2,0.03987404,-0.062327117,-0.293266207
52,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,10,At least one parent has attained tertiary,1261.166579,55,1,1,3,-0.624781489,-0.631495833,NA
59,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,-0.642100811,-0.654205739,NA
47,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,625.2403846,48,1,1,4,0.609544933,0.526304185,0.230880976
39,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,3,0.74026835,0.441553146,-0.109166674
16,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,-1.074341774,-0.995528102,-0.671344459
20,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",879.2392579,55,1,0,NA,-0.251070082,-0.903162897,0.230005726
48,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",2472.527473,35,1,0,NA,0.109347306,0.125073358,NA
24,Male,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",860,35,2,0,NA,1.266773343,0.395150125,0.752269506
65,Female,General programmes,Out of the labour force,NA,NA,10,Neither parent has attained upper secondary,NA,0,3,1,1,-0.449552447,-0.257753819,NA
44,Male,"Social sciences, business and law",Employed,A fixed term contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,1757.136505,50,1,NA,NA,-0.69210726,-0.674712896,0.047074452
29,Female,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2564.102564,45,1,1,NA,0.619325697,0.723970711,0.483811647
41,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",2252.747253,70,1,1,3,0.397327781,0.531388342,-0.250320911
41,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,9,"At least one parent has attained secondary and post-secondary, non-tertiary",1664.739884,50,1,1,2,-0.006526097,-0.571477175,-0.589187443
41,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1849.710983,10,1,1,1,0.330943853,0.438340694,1.017659783
21,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",750,18,2,NA,NA,0.919049263,1.011309624,NA
54,Male,"Science, mathematics and computing",Employed,A fixed term contract,Extremely satisfied,21,"At least one parent has attained secondary and post-secondary, non-tertiary",9248.554913,50,1,1,1,0.972601712,1.771794915,0.960588217
41,Male,General programmes,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1923.076923,50,1,0,NA,1.830141664,1.216141224,NA
36,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,NA,1780.769231,50,1,NA,NA,1.060155034,2.337911129,1.518962979
26,Male,Agriculture and veterinary,Employed,An indefinite contract,Dissatisfied,14,At least one parent has attained tertiary,1492.607826,40,1,0,NA,-0.931969047,-1.219535112,-1.038418651
31,Male,"Humanities, languages and arts",Employed,A fixed term contract,Satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",2560,20,2,0,NA,1.299223423,1.074696779,0.610333622
30,Female,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1163.967611,38,1,NA,NA,-0.714198351,0.122157075,-0.705171764
47,Male,Agriculture and veterinary,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,2744.275233,40,1,1,2,-0.440785527,-0.517413795,-1.572249413
23,Female,Health and welfare,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,952.7472527,21,2,0,NA,0.268232405,0.063602611,-0.678012609
58,Female,General programmes,Employed,A fixed term contract,Satisfied,12,Neither parent has attained upper secondary,963.4615385,40,2,1,2,-1.867690921,-1.488218188,-3.214665174
34,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Dissatisfied,12,At least one parent has attained tertiary,1160.43956,70,1,0,NA,-0.84302479,-0.263220519,0.400879115
58,Male,"Social sciences, business and law",Employed,An indefinite contract,Extremely satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",4273.504274,45,1,1,2,-1.306690574,-0.365916163,-1.039244771
49,Female,Teacher training and education science,Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,3,1,4,0.05920345,0.364874542,-0.411380053
16,Male,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.230491906,0.369563341,0.579061091
32,Male,Health and welfare,Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,2408.477842,48,1,0,NA,0.754933178,0.529637814,-1.03300631
29,Female,Health and welfare,Out of the labour force,NA,NA,12,NA,NA,0,3,1,3,0.764843822,0.501022637,NA
46,Female,General programmes,Employed,An indefinite contract,Satisfied,14,At least one parent has attained tertiary,976.236352,45,1,0,NA,-0.115316771,-0.68863225,-0.435141623
41,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Dissatisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1695.266272,65,3,1,1,0.186029822,0.489665806,0.406915218
58,Female,"Social sciences, business and law",Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,-0.553900599,-0.204659998,NA
30,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,NA,NA,-0.546191096,-0.8177858,0.431188047
43,Female,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,924.8554913,20,2,1,2,0.657498538,0.553643048,0.755657971
57,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,926.9230769,50,2,1,2,-0.945703864,-0.37146318,-1.328734279
46,Female,Services,Employed,An indefinite contract,Satisfied,14,NA,838.150289,40,1,NA,2,0.893706262,0.290116906,0.402227104
51,Male,"Social sciences, business and law",Employed,NA,Extremely satisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,45,1,0,2,-0.329039603,0.530327141,-1.275604725
44,Female,General programmes,Employed,An indefinite contract,Satisfied,14,Neither parent has attained upper secondary,2311.027123,40,1,0,3,0.346929222,0.082349405,-0.355529606
40,Female,General programmes,Unemployed,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,NA,0.541160107,-0.77568984,NA
59,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,-0.608442545,-0.350055367,NA
64,Female,General programmes,Employed,A fixed term contract,Satisfied,12,Neither parent has attained upper secondary,750,1,2,1,1,0.08790724,-0.315809846,NA
28,Female,Agriculture and veterinary,Employed,An indefinite contract,Dissatisfied,18,At least one parent has attained tertiary,1305.107826,40,1,NA,NA,0.782907188,1.141257763,0.991798818
48,Female,Agriculture and veterinary,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,880,35,2,1,3,-1.222524405,-1.008946419,-2.623642683
26,Male,Health and welfare,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,976.9600261,71,1,0,NA,-0.013407732,0.546242476,0.608518958
19,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,1307.211538,8,3,0,NA,1.459292412,1.22466886,NA
35,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1282.051282,45,1,1,3,-0.45980826,-0.398203611,NA
58,Male,"Engineering, manufacturing and construction",Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,NA,NA,-1.363858104,-1.366009951,NA
23,Female,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,1,1,-0.64874953,-0.991059005,-0.80444926
61,Male,General programmes,Employed,A fixed term contract,Satisfied,12,Neither parent has attained upper secondary,1153.036437,38,1,1,3,0.80266726,1.032532573,0.149612844
32,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,12,At least one parent has attained tertiary,1923.076923,45,1,1,1,-0.83277148,-0.748203278,-1.418477297
42,Male,General programmes,Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2558.765318,50,1,1,2,-1.765768886,-1.463499427,-2.009553671
48,Male,General programmes,Employed,NA,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,60,1,1,NA,-0.737258911,-0.430331975,-0.347749799
49,Female,"Humanities, languages and arts",Employed,A fixed term contract,Satisfied,14,Neither parent has attained upper secondary,792.7332783,35,1,1,2,0.754785717,0.40964219,0.280118376
16,Male,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,-1.540239334,-1.252958417,-1.135703325
49,Male,"Engineering, manufacturing and construction",Employed,NA,Satisfied,14,Neither parent has attained upper secondary,NA,45,1,1,2,0.744574308,1.200641632,1.03801024
59,Male,Teacher training and education science,Employed,NA,Extremely satisfied,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,80,1,1,NA,-2.224472761,-1.852721572,-1.926400304
60,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,2531.283745,35,1,1,2,-1.252276778,-0.373997688,NA
49,Male,"Science, mathematics and computing",Employed,An indefinite contract,Satisfied,18,"At least one parent has attained secondary and post-secondary, non-tertiary",2166.796354,40,1,1,1,0.972465098,0.916840971,0.636285186
27,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1538.461538,50,1,1,2,0.573419034,0.765330493,0.83010155
58,Female,NA,Out of the labour force,NA,NA,9,Neither parent has attained upper secondary,NA,0,3,NA,1,-0.886333942,-0.903569281,NA
45,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,3146.213132,60,1,1,1,1.105715632,1.238711715,1.208403349
43,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,3750,40,1,1,NA,1.404395223,1.949272513,1.646544456
63,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,0.276595443,0.412835687,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",804.2221664,23,3,0,NA,0.70847106,1.360445023,-0.141348451
35,Male,General programmes,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1807.692308,50,1,1,2,0.913530886,0.325871319,0.89891839
16,Male,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,0,NA,-0.039204858,-0.366953909,0.25638926
45,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,14,Neither parent has attained upper secondary,NA,45,1,1,3,-0.890351653,-0.615275204,-0.336268127
53,Male,Agriculture and veterinary,Employed,An indefinite contract,Satisfied,12,NA,5494.505495,35,1,1,1,-0.810080409,0.14807944,-0.23752448
46,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1627.667852,40,1,1,3,0.670181751,0.591871381,-0.258887619
42,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,881.5384615,20,2,1,2,-1.324420094,-1.017781973,0.57871598
21,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1450,20,2,0,NA,-1.774795175,-1.849537969,-1.314470887
32,Female,General programmes,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,0.540235043,-0.353095114,0.368072808
58,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,3708.509337,40,1,0,NA,0.142574057,0.644491732,0.304744601
53,Male,Agriculture and veterinary,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,NA,40,1,1,NA,-1.217341185,-0.923434854,-1.835736275
37,Female,General programmes,Employed,An indefinite contract,Satisfied,13,At least one parent has attained tertiary,830,4,2,1,2,0.344421387,-0.12936531,NA
17,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.07686042,-0.599236369,0.254200011
31,Female,General programmes,Out of the labour force,NA,NA,14,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,3,-0.23547852,-0.183615029,-0.022495266
64,Female,Teacher training and education science,Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,4,0.549301922,0.322173327,NA
45,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,924.8554913,20,2,1,3,-0.060475674,-0.05148384,NA
62,Male,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,-2.95302701,-2.204555511,NA
34,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,2401.882318,30,1,1,1,0.886953712,0.819739282,1.120010853
57,Female,Teacher training and education science,Employed,An indefinite contract,Satisfied,12,At least one parent has attained tertiary,1271.676301,40,1,1,2,0.053722776,-0.225270182,NA
52,Female,Services,Employed,An indefinite contract,Neither satisfied nor dissatisfied,14,Neither parent has attained upper secondary,800,30,2,1,2,-1.127739191,-1.474830866,NA
38,Female,Health and welfare,Employed,A temporary employment agency contract,Neither satisfied nor dissatisfied,14,At least one parent has attained tertiary,1150,38,3,1,1,2.280889988,2.595371962,2.302148581
31,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1492.607826,40,1,0,NA,0.217977107,-0.61945498,-0.126442045
53,Female,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,924.8554913,10,2,1,2,0.578333318,0.739976227,-0.708946884
65,Female,NA,Out of the labour force,NA,NA,9,Neither parent has attained upper secondary,NA,0,3,1,2,-3.00305438,-3.247585535,NA
39,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,660.6110652,21,2,1,2,0.661494434,-0.226124614,NA
62,Female,General programmes,Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,3,1,2,-0.493180811,0.135343224,NA
43,Female,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",805,15,2,1,1,0.8133412,0.236887515,NA
42,Female,"Humanities, languages and arts",Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,NA,-0.34657675,-0.963907599,-0.621397913
38,Female,Services,Out of the labour force,NA,NA,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,1,2,0.233722836,0.374505877,-0.15024516
46,Female,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1797.836075,45,1,1,3,-0.416041642,-0.42191264,-0.291055053
16,Male,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,0.271868855,-0.037489459,1.206538796
16,Female,NA,Out of the labour force,NA,NA,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,0,3,0,NA,0.64360708,0.40793559,0.569295168
22,Female,General programmes,Out of the labour force,NA,NA,12,At least one parent has attained tertiary,NA,0,3,0,NA,0.347114384,0.902391315,0.799742818
30,Female,Agriculture and veterinary,Employed,An indefinite contract,Extremely satisfied,12,Neither parent has attained upper secondary,700,30,2,1,NA,-2.352291584,-2.52838397,-1.816033483
58,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",4086.538462,40,1,1,2,1.952335238,2.669947147,1.81873858
23,Female,Services,Out of the labour force,NA,NA,16,At least one parent has attained tertiary,NA,0,1,0,NA,1.105163455,0.470155478,NA
40,Male,General programmes,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,NA,2884.615385,40,1,1,NA,0.650634468,0.120415635,NA
50,Female,General programmes,Out of the labour force,NA,NA,14,Neither parent has attained upper secondary,NA,0,3,1,3,1.238428235,1.033234,0.026606197
57,Female,"Social sciences, business and law",Out of the labour force,NA,NA,12,Neither parent has attained upper secondary,NA,0,2,1,NA,-0.540283084,-0.954973578,-1.449887395
37,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",2083.333333,60,1,1,1,0.118302733,-0.214290559,0.698050201
38,Female,"Social sciences, business and law",Employed,A fixed term contract,Satisfied,10,"At least one parent has attained secondary and post-secondary, non-tertiary",720,30,2,1,NA,-0.292354017,-0.319493473,-0.757766664
37,Male,"Social sciences, business and law",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,NA,35,2,NA,NA,1.080730438,1.126181722,1.289111137
53,Male,"Engineering, manufacturing and construction",Employed,NA,Neither satisfied nor dissatisfied,10,Neither parent has attained upper secondary,NA,8,1,1,2,-2.069777966,-1.331644654,NA
57,Male,"Social sciences, business and law",Employed,A fixed term contract,Satisfied,16,At least one parent has attained tertiary,2003.205128,48,1,1,1,-0.558212399,0.298752129,NA
24,Male,Teacher training and education science,Employed,A fixed term contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1200.712251,27,2,0,NA,-0.941841185,-1.056024313,-1.185511589
59,Male,General programmes,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,1217.948718,45,1,1,NA,-1.109747887,-0.5638448,NA
37,Female,General programmes,Employed,A fixed term contract,Neither satisfied nor dissatisfied,12,NA,1248.619329,39,1,1,2,0.764439106,0.111712985,0.235613644
41,Female,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,At least one parent has attained tertiary,924.8554913,15,2,1,NA,1.119990826,0.893204629,1.704779744
43,Male,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1759.745072,60,1,1,1,0.601364553,0.574163854,0.587793171
65,Female,Services,Employed,An indefinite contract,Satisfied,12,Neither parent has attained upper secondary,1230.769231,15,2,1,2,-2.522963285,-2.015276432,NA
58,Female,General programmes,Employed,NA,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,25,2,1,3,0.131785303,0.180383548,NA
18,Male,General programmes,Employed,An indefinite contract,Dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1050,15,3,0,NA,-0.528366566,-0.745859623,0.014503766
34,Female,"Humanities, languages and arts",Employed,An indefinite contract,Neither satisfied nor dissatisfied,18,At least one parent has attained tertiary,1602.564103,42,1,1,NA,1.184161901,0.445535958,1.535029292
41,Female,"Social sciences, business and law",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,Neither parent has attained upper secondary,1000,30,2,0,1,0.391878963,0.107423395,NA
40,Female,NA,Employed,NA,Neither satisfied nor dissatisfied,9,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,40,3,1,NA,-0.080863342,-0.085690729,NA
24,Female,"Humanities, languages and arts",Employed,An indefinite contract,Satisfied,16,At least one parent has attained tertiary,1019.230769,40,2,0,NA,0.895496845,0.201052815,NA
40,Female,General programmes,Employed,An indefinite contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",1010,32,2,0,2,-0.190195292,-0.181372896,-0.225322366
60,Female,General programmes,Employed,An indefinite contract,Extremely dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",578.0346821,40,2,1,2,-0.988171756,-1.206839085,-1.852284908
36,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1040.462428,40,1,0,2,-1.476371527,-1.564474463,-0.910695553
17,Male,NA,Out of the labour force,NA,NA,9,NA,NA,0,3,0,NA,-1.011336207,-1.174603581,-0.930372417
31,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,At least one parent has attained tertiary,2080.924855,40,1,1,NA,0.832595229,0.664293706,1.035959959
16,Female,NA,Out of the labour force,NA,NA,9,At least one parent has attained tertiary,NA,0,3,0,NA,0.409451306,0.35292989,0.658981264
53,Female,General programmes,Employed,NA,Satisfied,12,Neither parent has attained upper secondary,NA,10,1,1,3,-2.022042513,-1.765765905,-2.782782555
22,Male,General programmes,Employed,A fixed term contract,Satisfied,10,"At least one parent has attained secondary and post-secondary, non-tertiary",1074.708101,54,1,0,NA,0.485329449,0.427836776,0.216778085
43,Female,"Social sciences, business and law",Employed,A temporary employment agency contract,Satisfied,14,"At least one parent has attained secondary and post-secondary, non-tertiary",833.3333333,30,2,1,1,0.696718752,-0.051809553,0.463646978
32,Female,Services,Out of the labour force,NA,NA,14,At least one parent has attained tertiary,NA,0,3,1,1,0.736499488,0.158774257,NA
48,Male,"Engineering, manufacturing and construction",Employed,An indefinite contract,Satisfied,14,Neither parent has attained upper secondary,1651.527663,42,1,1,3,-1.556084275,-1.58972311,NA
59,Female,General programmes,Employed,An indefinite contract,Satisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",1192.064198,42,1,0,2,0.274571061,0.653023183,NA
64,Female,Services,Employed,An indefinite contract,Neither satisfied nor dissatisfied,12,NA,800,30,2,1,1,-2.296911716,-1.844923019,NA
60,Male,Teacher training and education science,Employed,An indefinite contract,Neither satisfied nor dissatisfied,16,"At least one parent has attained secondary and post-secondary, non-tertiary",1926.782274,30,1,1,2,0.599766672,0.269712001,-0.501183927
53,Male,General programmes,Employed,Other,NA,12,Neither parent has attained upper secondary,NA,NA,3,NA,NA,-2.01175952,-2.776639223,NA
62,Male,"Engineering, manufacturing and construction",Employed,NA,Neither satisfied nor dissatisfied,12,"At least one parent has attained secondary and post-secondary, non-tertiary",NA,15,3,1,3,0.44056654,0.098829068,NA
